CREDIT_CARD_EXCEED_MONTHS,EMPLOYMENT_TYPE,LOAN_AMOUNT,LOAN_TENURE_YEAR,MORE_THAN_ONE_PRODUCTS,CREDIT_CARD_TYPES,NUMBER_OF_DEPENDENTS,YEARS_TO_FINANCIAL_FREEDOM,NUMBER_OF_CREDIT_CARD_FACILITY,NUMBER_OF_PROPERTIES,NUMBER_OF_BANK_PRODUCTS,NUMBER_OF_LOAN_TO_APPROVE,PROPERTY_TYPE,YEARS_FOR_PROPERTY_TO_COMPLETION,STATE,NUMBER_OF_SIDE_INCOME,MONTHLY_SALARY,TOTAL_SUM_OF_LOAN,TOTAL_INCOME_FOR_JOIN_APPLICATION,DECISION,SCORE
3,Government,425090,22,Yes,Normal,4,17,3,2,1,2,Bungalow,12,Pulau Pinang,3,11096,925153,15207,Accept,6
3,Government,510689,24,No,Gold,4,6,4,2,1,2,Bungalow,12,Pulau Pinang,1,8450,972511,15389,Accept,6
3,Government,572995,22,Yes,Normal,4,13,4,2,1,3,Not Specified,10,Pulau Pinang,2,8300,454533,11510,Accept,7
3,Government,601950,10,No,Normal,4,15,3,2,1,1,Bungalow,12,Pulau Pinang,3,9411,634942,10728,Reject,9
3,Government,545375,19,Yes,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,9248,821453,15253,Accept,7
3,Government,647360,17,No,Normal,4,17,4,2,1,3,Bungalow,12,Pulau Pinang,3,5224,796856,18605,Accept,8
3,Government,482746,13,Yes,Normal,4,17,4,2,1,2,Bungalow,10,Pulau Pinang,1,7227,511497,18976,Accept,6
3,Government,492516,21,No,Normal,4,17,4,2,1,2,Bungalow,10,Pulau Pinang,2,11667,1409473,16292,Accept,6
3,Government,426488,12,Yes,Gold,4,17,4,2,1,2,Not Specified,12,Pulau Pinang,1,7060,1017340,12666,Accept,8
3,Government,732241,17,No,Gold,4,17,4,2,2,3,Bungalow,12,Pulau Pinang,1,8973,1137067,15644,Accept,9
3,Government,302146,17,Yes,Gold,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,1,6848,1003989,11904,Accept,7
3,Government,536840,17,No,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,2,8084,1180665,9623,Accept,9
3,Government,224034,12,Yes,Platinum,4,14,4,2,3,1,Bungalow,12,Pulau Pinang,1,4292,1381992,13042,Accept,9
3,Government,798969,10,No,Normal,4,17,4,3,1,1,Bungalow,12,Pulau Pinang,3,6286,458843,12213,Accept,6
3,Government,623768,19,Yes,Normal,4,13,4,2,1,2,Bungalow,12,Pulau Pinang,2,7818,1362663,12287,Reject,8
3,Government,611267,14,No,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,3,5797,805711,9043,Accept,8
3,Government,572922,15,Yes,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,5663,524738,9239,Accept,6
3,Government,707877,20,No,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,7413,863895,13853,Accept,6
3,Government,413782,24,Yes,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,2,8320,912070,14761,Reject,8
3,Government,667788,17,No,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,6257,905040,19609,Accept,8
3,Government,581831,18,Yes,Normal,4,17,4,2,1,3,Bungalow,12,Pulau Pinang,2,8320,1003278,16943,Reject,6
3,Government,536349,17,No,Normal,4,14,4,2,1,1,Bungalow,12,Pulau Pinang,1,10552,1041644,15210,Accept,8
3,Government,606221,17,Yes,Normal,4,17,4,2,1,3,Not Specified,12,Pulau Pinang,1,11460,713498,7685,Accept,9
3,Government,552244,22,No,Gold,4,12,4,2,1,3,Bungalow,10,Pulau Pinang,1,8946,989097,13714,Reject,8
3,Government,248025,19,Yes,Gold,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,2,7207,1093078,12215,Reject,9
3,Government,555270,15,No,Normal,4,17,3,2,1,3,Bungalow,10,Pulau Pinang,3,10373,937322,9571,Reject,6
3,Government,733736,20,Yes,Normal,4,17,4,2,2,3,Not Specified,12,Pulau Pinang,1,5700,905293,10175,Reject,6
3,Government,556963,19,No,Gold,4,17,3,2,2,2,Bungalow,12,Pulau Pinang,1,4223,1217439,15415,Accept,7
3,Government,316058,11,Yes,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,2,7562,1102177,9913,Accept,8
3,Government,381781,12,No,Gold,4,17,4,2,1,1,Bungalow,10,Pulau Pinang,1,5532,941747,14264,Reject,7
3,Government,742765,24,Yes,Gold,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,1,10207,1278579,19480,Reject,6
3,Government,721738,17,No,Gold,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,3,8227,1293202,15574,Reject,8
3,Government,668329,11,Yes,Gold,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,2,6090,1225079,12213,Accept,9
3,Government,160577,15,No,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,2,8474,1315231,11229,Reject,8
3,Government,421768,20,Yes,Normal,4,17,4,2,2,3,Bungalow,12,Pulau Pinang,1,5521,561862,12839,Accept,7
3,Government,298580,22,No,Platinum,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,9576,815077,8415,Accept,6
3,Government,290798,20,Yes,Gold,4,17,3,2,1,1,Bungalow,12,Pulau Pinang,1,10581,1120015,11904,Accept,8
3,Government,504675,18,No,Normal,4,17,4,3,1,1,Bungalow,12,Pulau Pinang,3,12434,460106,11904,Reject,8
6,Self-Employed,349482,15,Yes,Normal,5,17,4,2,1,1,Bungalow,10,Pulau Pinang,3,8716,1030554,15473,Accept,8
6,Self-Employed,383243,23,No,Normal,5,17,4,2,1,1,Bungalow,10,Pulau Pinang,1,5118,1168387,13380,Accept,7
6,Self-Employed,168070,13,Yes,Normal,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,2,11812,836866,10382,Accept,6
6,Self-Employed,476906,20,No,Gold,5,11,3,2,2,3,Bungalow,10,Pulau Pinang,1,8315,951224,8399,Accept,9
6,Self-Employed,307498,17,Yes,Normal,5,17,3,2,2,2,Bungalow,10,Pulau Pinang,3,5040,574125,14857,Accept,8
6,Self-Employed,772031,24,No,Platinum,5,15,3,2,1,1,Bungalow,10,Pulau Pinang,1,4836,1105751,11522,Reject,6
6,Self-Employed,375533,22,Yes,Platinum,5,17,4,2,1,3,Bungalow,10,Pulau Pinang,2,9180,804445,16324,Accept,6
6,Self-Employed,309126,13,No,Normal,5,17,3,2,2,3,Bungalow,10,Pulau Pinang,1,6697,681272,12213,Reject,9
6,Self-Employed,767770,20,Yes,Normal,5,14,3,2,1,1,Bungalow,10,Pulau Pinang,1,8976,1054953,11876,Accept,9
6,Self-Employed,401344,13,No,Normal,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,2,8107,1012618,15101,Reject,7
6,Self-Employed,469692,22,Yes,Gold,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,1,6072,448953,12350,Accept,6
6,Self-Employed,295035,12,No,Platinum,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,3,11172,420239,12213,Accept,7
6,Self-Employed,221390,14,Yes,Platinum,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,2,11260,967072,10284,Reject,8
6,Self-Employed,186155,16,No,Gold,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,1,10296,612566,11904,Accept,6
6,Self-Employed,242915,17,Yes,Normal,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,1,7976,1169811,11904,Reject,7
6,Self-Employed,160791,22,No,Normal,5,17,3,2,2,1,Bungalow,10,Pulau Pinang,1,7665,867737,9679,Accept,6
6,Self-Employed,506613,21,Yes,Normal,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,1,4951,449561,8872,Accept,9
6,Self-Employed,241889,14,No,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,1,5724,755076,10520,Accept,8
6,Self-Employed,632586,14,Yes,Normal,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,3,8873,714901,16189,Accept,8
6,Self-Employed,184059,10,No,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,1,7998,925950,8938,Accept,7
6,Self-Employed,567738,20,Yes,Normal,5,17,4,2,1,1,Bungalow,10,Pulau Pinang,1,7145,1228167,15572,Accept,9
6,Self-Employed,375970,22,No,Normal,5,17,3,2,3,3,Bungalow,10,Pulau Pinang,2,8245,949969,13200,Accept,8
6,Self-Employed,317313,10,Yes,Not Specified,5,17,3,2,2,3,Not Specified,10,Pulau Pinang,1,10985,1273978,16018,Reject,6
6,Self-Employed,461644,13,No,Normal,5,14,4,2,1,3,Bungalow,10,Pulau Pinang,2,7350,534613,13252,Reject,6
6,Self-Employed,500588,10,Yes,Normal,5,15,3,2,2,3,Bungalow,10,Pulau Pinang,3,3604,1190016,13722,Reject,7
6,Self-Employed,358821,18,No,Normal,5,17,2,2,1,3,Bungalow,10,Pulau Pinang,2,9679,1061711,11062,Accept,9
6,Self-Employed,572922,14,Yes,Normal,5,17,3,2,1,2,Not Specified,10,Pulau Pinang,1,11598,1325609,13685,Accept,9
6,Self-Employed,102686,10,No,Normal,5,15,3,2,1,2,Bungalow,10,Pulau Pinang,1,10652,705549,12168,Accept,8
6,Self-Employed,784237,18,Yes,Normal,5,15,3,2,1,2,Bungalow,10,Pulau Pinang,2,7252,708809,12254,Reject,8
6,Self-Employed,357429,14,No,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,2,8285,945396,15548,Accept,8
6,Self-Employed,758829,14,Yes,Normal,5,5,2,2,1,1,Bungalow,10,Pulau Pinang,1,7176,663389,10113,Reject,9
6,Self-Employed,790300,18,No,Normal,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,1,4099,1144335,13031,Accept,9
6,Self-Employed,548387,10,Yes,Platinum,5,17,4,2,1,1,Bungalow,10,Pulau Pinang,1,7649,604673,12561,Reject,7
6,Self-Employed,445991,16,No,Normal,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,2,8757,929784,13246,Reject,8
6,Self-Employed,459098,16,Yes,Gold,5,17,3,2,2,2,Bungalow,10,Pulau Pinang,3,7903,1035713,8794,Reject,8
6,Self-Employed,602072,14,No,Gold,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,2,10612,851207,18078,Accept,8
6,Self-Employed,364959,17,Yes,Normal,5,15,3,2,1,3,Bungalow,10,Pulau Pinang,3,5486,714873,17170,Accept,9
6,Self-Employed,582981,23,No,Platinum,5,14,3,2,3,1,Bungalow,10,Pulau Pinang,1,9580,1057583,15686,Accept,7
6,Self-Employed,413763,19,Yes,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,1,6989,1020372,14796,Accept,9
6,Self-Employed,609285,13,No,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,2,9140,894750,13039,Accept,7
6,Self-Employed,362176,20,Yes,Normal,5,17,3,2,2,1,Bungalow,10,Pulau Pinang,2,8274,1408205,11202,Accept,7
6,Self-Employed,133710,15,No,Normal,5,5,2,2,1,3,Bungalow,10,Pulau Pinang,1,7802,949283,14805,Accept,9
6,Self-Employed,596191,22,Yes,Normal,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,1,10142,1140355,7786,Accept,7
6,Self-Employed,360995,11,No,Normal,5,14,3,2,1,2,Bungalow,10,Pulau Pinang,3,10244,1029434,11499,Accept,6
6,Self-Employed,528574,23,Yes,Gold,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,2,8051,921744,11255,Accept,7
6,Self-Employed,365334,20,No,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,3,8924,1004254,13532,Accept,8
6,Self-Employed,123549,21,Yes,Gold,5,13,3,2,1,2,Bungalow,10,Pulau Pinang,2,8985,1151515,13873,Accept,7
6,Self-Employed,330980,18,No,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,2,11518,709053,11904,Reject,6
6,Self-Employed,497175,12,Yes,Normal,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,3,8629,984431,12608,Reject,6
6,Self-Employed,756672,21,No,Gold,5,14,4,2,1,3,Bungalow,10,Pulau Pinang,3,5748,998514,13312,Accept,9
6,Self-Employed,787101,10,Yes,Gold,5,17,3,2,1,3,Not Specified,10,Pulau Pinang,1,10823,1080052,17834,Reject,9
6,Self-Employed,429203,14,No,Gold,5,17,3,2,2,1,Bungalow,10,Pulau Pinang,1,7261,928676,11229,Accept,6
6,Self-Employed,742216,24,Yes,Normal,5,17,3,2,3,3,Bungalow,10,Pulau Pinang,2,3715,929266,13200,Accept,7
6,Self-Employed,142194,19,No,Gold,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,1,5503,820837,16715,Accept,9
6,Self-Employed,572640,20,Yes,Platinum,5,17,3,2,2,2,Not Specified,10,Pulau Pinang,1,7318,969344,14300,Accept,8
6,Self-Employed,546595,12,No,Normal,5,16,3,2,1,2,Bungalow,10,Pulau Pinang,2,7692,1449153,7948,Accept,6
6,Self-Employed,205318,23,Yes,Gold,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,2,10432,832328,13200,Accept,7
6,Self-Employed,144906,22,No,Normal,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,3,3598,1370312,14151,Accept,7
6,Self-Employed,123726,16,Yes,Platinum,5,17,4,2,1,3,Bungalow,10,Pulau Pinang,1,6817,1167017,10655,Accept,8
6,Self-Employed,469692,24,No,Not Specified,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,1,6488,567734,17812,Accept,7
6,Self-Employed,514837,10,Yes,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,2,5723,807761,10343,Accept,7
6,Self-Employed,453801,19,No,Gold,5,17,3,2,2,2,Bungalow,10,Pulau Pinang,3,4467,931807,14930,Reject,6
6,Self-Employed,627947,20,Yes,Normal,5,13,3,2,1,2,Bungalow,10,Pulau Pinang,1,11685,1312868,12287,Reject,7
6,Self-Employed,310781,23,No,Gold,5,15,3,2,1,3,Bungalow,10,Pulau Pinang,1,7804,569089,12142,Accept,7
6,Self-Employed,249707,18,Yes,Normal,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,3,7557,1207506,14802,Accept,7
6,Self-Employed,318537,15,No,Normal,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,3,3754,1123946,11229,Accept,8
6,Self-Employed,627746,24,Yes,Normal,5,14,3,2,3,1,Bungalow,10,Pulau Pinang,1,6690,1277933,15944,Reject,8
6,Self-Employed,417295,17,No,Normal,5,15,3,2,1,2,Bungalow,10,Pulau Pinang,2,12232,1129189,13544,Reject,8
6,Self-Employed,265347,20,Yes,Platinum,5,15,3,2,1,3,Bungalow,10,Pulau Pinang,1,9022,1137519,9269,Reject,8
6,Self-Employed,323778,16,No,Not Specified,5,17,3,2,2,3,Bungalow,10,Pulau Pinang,1,7599,1198466,9131,Accept,7
6,Self-Employed,653928,19,Yes,Gold,5,15,3,2,1,3,Bungalow,10,Pulau Pinang,1,7707,675861,14775,Reject,9
6,Self-Employed,408479,10,No,Normal,5,17,3,2,2,1,Bungalow,10,Pulau Pinang,1,11765,1427324,14435,Accept,6
6,Self-Employed,619415,16,Yes,Gold,5,17,3,3,1,2,Bungalow,10,Pulau Pinang,1,3771,1299749,11229,Accept,7
6,Self-Employed,572922,13,No,Gold,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,1,4417,553866,16280,Accept,6
6,Self-Employed,630214,11,Yes,Platinum,5,17,3,2,2,1,Bungalow,10,Pulau Pinang,2,6212,777644,18681,Accept,6
6,Self-Employed,323456,16,No,Not Specified,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,1,3840,956305,15594,Accept,9
6,Self-Employed,750867,18,Yes,Normal,5,15,3,2,1,1,Bungalow,10,Pulau Pinang,3,11634,666393,12254,Reject,7
6,Self-Employed,503569,11,No,Not Specified,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,2,10582,1096812,14101,Accept,7
6,Self-Employed,733704,21,Yes,Not Specified,5,15,4,2,1,1,Bungalow,10,Pulau Pinang,1,3674,823258,15836,Accept,7
6,Self-Employed,751145,13,No,Normal,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,3,7840,1363806,12213,Accept,8
6,Self-Employed,718914,23,Yes,Normal,5,17,4,2,1,1,Bungalow,10,Pulau Pinang,1,10055,723908,13200,Accept,8
6,Self-Employed,144213,21,No,Normal,5,17,3,2,2,3,Bungalow,10,Pulau Pinang,3,5587,897388,19578,Accept,7
6,Self-Employed,466636,17,Yes,Gold,5,17,4,2,1,2,Bungalow,10,Pulau Pinang,1,8716,656544,11623,Accept,7
6,Self-Employed,719237,20,No,Normal,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,1,10110,700322,11904,Accept,6
6,Self-Employed,610596,19,Yes,Gold,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,3,5396,1089566,13279,Accept,6
6,Self-Employed,411464,12,No,Not Specified,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,2,7425,777142,8334,Accept,8
6,Self-Employed,469692,22,Yes,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,2,5147,889050,10901,Reject,6
6,Self-Employed,115552,24,No,Gold,5,17,3,2,2,3,Bungalow,10,Pulau Pinang,1,4467,1012403,14250,Reject,6
6,Self-Employed,545011,12,Yes,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,3,8856,1443956,12863,Accept,6
6,Self-Employed,268514,15,No,Normal,5,17,3,2,1,1,Bungalow,10,Pulau Pinang,3,9497,938821,10781,Accept,6
6,Self-Employed,268962,23,Yes,Normal,5,11,3,2,2,3,Bungalow,10,Pulau Pinang,3,5666,1029599,14886,Accept,9
6,Self-Employed,459098,15,No,Gold,5,17,3,2,2,2,Bungalow,10,Pulau Pinang,2,12432,1101168,17245,Accept,6
6,Self-Employed,633296,18,Yes,Normal,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,3,9860,723987,13279,Reject,8
6,Self-Employed,500418,14,No,Normal,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,3,9927,1179338,11648,Accept,7
6,Self-Employed,181854,11,Yes,Not Specified,5,17,3,3,1,1,Bungalow,10,Pulau Pinang,2,10764,799306,12213,Reject,9
6,Self-Employed,341555,13,No,Gold,5,17,3,2,1,2,Bungalow,10,Pulau Pinang,3,8390,852418,16867,Reject,9
6,Self-Employed,378448,18,Yes,Platinum,5,17,3,2,1,3,Bungalow,10,Pulau Pinang,3,4359,1128574,13279,Reject,6
6,Self-Employed,788179,19,No,Not Specified,5,17,4,2,1,1,Bungalow,10,Pulau Pinang,1,6564,933860,11904,Accept,9
6,Self-Employed,711715,24,Yes,Gold,5,17,3,2,1,2,Not Specified,10,Pulau Pinang,3,3769,858006,11956,Accept,7
6,Self-Employed,126012,17,No,Normal,5,15,3,2,1,2,Bungalow,10,Pulau Pinang,1,6352,1378490,13631,Accept,9
4,Employee,627698,12,Yes,Not Specified,5,18,3,2,1,3,Bungalow,10,Pulau Pinang,2,8856,612666,14478,Accept,8
4,Employee,631702,19,No,Normal,5,18,3,2,1,3,Bungalow,10,Pulau Pinang,1,3764,834191,11904,Accept,8
4,Employee,469692,22,Yes,Normal,5,18,3,2,1,3,Bungalow,10,Pulau Pinang,2,7654,572317,8878,Accept,8
4,Employee,144721,15,No,Normal,5,18,3,2,1,1,Bungalow,10,Pulau Pinang,3,5262,957151,10655,Accept,9
4,Employee,375124,14,Yes,Gold,5,18,3,2,1,2,Bungalow,10,Pulau Pinang,1,7902,774270,10236,Accept,6
4,Employee,526524,22,No,Normal,5,18,3,2,1,3,Bungalow,10,Pulau Pinang,1,4643,426039,15716,Accept,6
4,Employee,430490,22,Yes,Normal,5,18,3,2,1,1,Not Specified,10,Pulau Pinang,2,9240,1126343,10823,Accept,8
4,Employee,671995,19,No,Normal,5,14,3,2,1,3,Not Specified,10,Pulau Pinang,3,5826,1098644,12771,Accept,8
4,Employee,603097,15,Yes,Not Specified,5,18,3,2,1,3,Bungalow,10,Pulau Pinang,1,3653,605357,11229,Accept,9
4,Employee,620729,24,No,Normal,5,14,3,2,3,1,Not Specified,10,Pulau Pinang,3,8750,728251,15944,Accept,8
4,Employee,490780,13,Yes,Normal,5,13,3,2,3,2,Bungalow,10,Pulau Pinang,1,8755,1345450,13756,Accept,9
4,Employee,278066,24,No,Normal,5,18,3,2,1,1,Bungalow,10,Pulau Pinang,2,8367,1239563,11362,Accept,9
4,Employee,527932,18,Yes,Gold,5,18,4,2,1,3,Bungalow,10,Pulau Pinang,1,10141,1136788,19542,Accept,8
4,Employee,556963,19,No,Normal,5,18,3,2,1,3,Bungalow,10,Pulau Pinang,1,7150,919111,8826,Accept,9
4,Employee,198363,18,Yes,Normal,5,15,3,2,1,3,Bungalow,10,Pulau Pinang,1,10624,535223,8926,Reject,8
4,Employee,101797,11,No,Normal,5,18,3,3,1,2,Bungalow,10,Pulau Pinang,1,5605,501665,12213,Accept,7
4,Employee,292248,15,Yes,Platinum,5,18,3,2,1,3,Bungalow,10,Pulau Pinang,1,7356,860021,9690,Accept,6
4,Employee,308451,14,No,Normal,5,13,4,2,1,3,Bungalow,10,Pulau Pinang,1,9080,955633,14906,Accept,7
4,Employee,185022,18,Yes,Normal,5,16,3,2,1,1,Bungalow,10,Pulau Pinang,2,9697,752140,9970,Accept,8
4,Employee,520619,23,No,Normal,5,18,5,2,1,1,Bungalow,10,Pulau Pinang,3,7616,1371534,14125,Accept,9
4,Employee,450839,16,Yes,Gold,5,18,3,2,1,3,Not Specified,10,Pulau Pinang,1,10426,987605,9407,Accept,8
4,Employee,308709,23,No,Normal,5,18,3,2,1,1,Not Specified,10,Pulau Pinang,3,4487,601706,13200,Accept,8
4,Employee,135918,19,Yes,Platinum,5,18,3,2,1,3,Terrace,10,Pulau Pinang,1,9887,804590,11904,Reject,7
4,Employee,545973,22,No,Platinum,5,18,4,2,1,3,Terrace,10,Pulau Pinang,3,8716,1092532,14832,Accept,9
4,Employee,497913,20,Yes,Gold,5,18,3,2,1,3,Terrace,10,Pulau Pinang,1,9640,1192944,14156,Accept,8
4,Employee,450793,20,No,Gold,5,18,3,2,1,2,Terrace,10,Pulau Pinang,2,12363,1392036,12051,Accept,9
4,Employee,435137,18,Yes,Normal,5,18,3,2,1,3,Terrace,10,Pulau Pinang,2,8815,1043804,15553,Accept,8
4,Employee,380697,20,No,Not Specified,5,18,3,2,1,1,Terrace,10,Pulau Pinang,1,6064,798495,13401,Accept,8
4,Employee,498131,17,Yes,Gold,5,18,3,2,1,2,Terrace,10,Pulau Pinang,1,7060,1175229,7908,Accept,9
4,Employee,727583,17,No,Not Specified,5,18,3,2,1,3,Terrace,10,Pulau Pinang,1,5310,664516,15459,Accept,8
4,Employee,523470,12,Yes,Gold,5,18,4,2,5,3,Terrace,10,Pulau Pinang,2,10901,423528,9376,Accept,8
4,Employee,191583,15,No,Not Specified,5,18,4,2,1,3,Terrace,10,Pulau Pinang,1,8342,912623,17452,Accept,7
4,Employee,237443,24,Yes,Normal,5,18,3,2,2,2,Terrace,10,Pulau Pinang,1,11355,433268,13294,Accept,9
4,Employee,785956,16,No,Normal,5,18,3,2,1,2,Terrace,10,Pulau Pinang,3,9873,761518,10324,Reject,7
4,Employee,569838,22,Yes,Platinum,5,12,4,2,1,1,Terrace,10,Pulau Pinang,2,9805,438485,11683,Accept,9
4,Employee,445162,20,No,Normal,5,18,3,2,1,1,Terrace,10,Pulau Pinang,2,4663,979050,12274,Accept,7
4,Employee,171155,16,Yes,Gold,5,16,3,2,1,1,Terrace,10,Pulau Pinang,1,12528,649097,11100,Accept,9
4,Employee,203849,21,No,Gold,5,18,4,2,1,1,Terrace,10,Pulau Pinang,1,4961,1430472,12051,Accept,9
4,Employee,561131,16,Yes,Gold,5,16,3,2,1,1,Terrace,10,Pulau Pinang,1,9487,1294730,9557,Reject,8
4,Employee,263757,10,No,Normal,5,16,4,2,1,1,Not Specified,10,Pulau Pinang,2,8716,1013781,18100,Accept,6
4,Employee,489359,18,Yes,Normal,5,13,3,2,1,2,Terrace,10,Johor,3,8249,1350174,9024,Accept,7
4,Employee,305111,24,No,Normal,5,15,3,2,1,2,Terrace,10,Johor,2,5678,1254325,19067,Accept,9
4,Employee,694633,20,Yes,Platinum,5,18,3,2,2,2,Terrace,10,Johor,2,7502,1374906,8773,Accept,9
4,Employee,530798,24,No,Normal,5,18,3,2,1,2,Terrace,10,Johor,3,4386,691534,13200,Accept,7
4,Employee,416800,14,Yes,Gold,5,18,3,2,1,3,Terrace,10,Johor,1,4087,1075607,11229,Accept,6
4,Employee,147904,16,No,Normal,5,15,3,2,1,2,Terrace,10,Johor,2,5571,854466,8633,Reject,8
4,Employee,723816,18,Yes,Not Specified,5,15,3,2,1,3,Terrace,10,Johor,2,6136,480866,12254,Reject,6
4,Employee,746963,20,No,Normal,5,18,3,2,1,1,Terrace,10,Johor,3,10903,891591,8966,Accept,9
4,Employee,200212,18,Yes,Normal,5,18,3,2,1,1,Terrace,10,Johor,2,4583,1311842,17665,Accept,6
4,Employee,550511,23,No,Normal,5,18,3,2,1,3,Terrace,10,Johor,2,11990,1246286,13200,Accept,6
4,Employee,408479,11,Yes,Normal,5,18,3,2,3,1,Terrace,10,Johor,1,6917,966667,10692,Accept,9
4,Employee,700175,19,No,Not Specified,5,18,3,2,1,3,Terrace,10,Johor,2,4600,709260,16531,Accept,9
4,Employee,424989,17,Yes,Normal,5,16,3,2,1,1,Terrace,10,Johor,1,6039,867252,10453,Accept,9
4,Employee,472670,10,No,Gold,5,14,3,2,1,3,Terrace,10,Johor,2,12248,1307237,11499,Reject,8
4,Employee,435459,16,Yes,Gold,5,18,3,2,1,3,Terrace,10,Johor,1,7744,1270794,12697,Accept,6
4,Employee,245567,20,No,Normal,5,18,3,2,1,2,Terrace,10,Johor,1,9192,495465,13853,Accept,8
4,Employee,165262,18,Yes,Normal,5,15,3,2,1,2,Not Specified,10,Johor,2,11481,1091952,11359,Accept,9
4,Employee,713036,10,No,Normal,5,16,3,2,1,1,Not Specified,10,Johor,1,6490,1416247,13667,Accept,7
4,Employee,530082,20,Yes,Normal,5,18,4,2,1,3,Terrace,10,Johor,1,5082,1287851,17486,Accept,9
4,Employee,189793,20,No,Normal,5,18,6,2,2,3,Terrace,10,Johor,1,8932,972661,13611,Reject,8
4,Employee,648114,16,Yes,Not Specified,5,17,3,2,1,2,Terrace,10,Johor,1,8966,1041996,13873,Accept,6
4,Employee,450839,23,No,Normal,5,17,3,2,1,2,Terrace,10,Johor,1,10940,879139,11226,Accept,8
4,Employee,115080,12,Yes,Gold,5,18,3,2,1,1,Terrace,10,Johor,2,9575,941957,18293,Reject,6
4,Employee,369351,12,No,Gold,5,18,3,2,1,3,Terrace,10,Johor,3,9428,815026,18579,Accept,6
4,Employee,588423,22,Yes,Gold,5,18,3,2,3,3,Terrace,10,Johor,3,10219,879200,13200,Accept,7
4,Employee,372330,21,No,Gold,5,18,3,2,1,2,Terrace,10,Johor,2,12154,1131811,11286,Reject,9
4,Employee,613786,24,Yes,Normal,5,18,3,2,1,2,Terrace,10,Johor,3,7944,842124,12723,Reject,8
4,Employee,219658,14,No,Gold,5,18,3,2,1,2,Terrace,10,Johor,3,8007,630019,16382,Accept,7
4,Employee,263498,14,Yes,Platinum,5,13,3,2,3,2,Terrace,10,Johor,1,9876,807104,12772,Accept,6
4,Employee,380348,16,No,Platinum,5,15,3,2,1,3,Terrace,10,Johor,1,7081,643098,18354,Accept,7
4,Employee,642667,17,Yes,Normal,5,18,3,2,1,2,Terrace,10,Johor,2,9421,549307,11904,Accept,8
4,Employee,540330,18,No,Normal,5,13,3,2,1,2,Terrace,10,Johor,1,7712,648219,10565,Accept,8
